Ticket,Name,Link,Price,Market Cap,Change
BIR,Birake,https://coinmarketcap.com/currencies/birake/,$0.005673,"$418,346",-0.17%
MAO,Mao Zedong,https://coinmarketcap.com/currencies/mao-zedong/,$0.065572,"$417,919",1.31%
TOA,ToaCoin,https://coinmarketcap.com/currencies/toacoin/,$0.000092,"$410,659",0.58%
GOLOS,Golos,https://coinmarketcap.com/currencies/golos/,$0.002277,"$409,997",-7.27%
ESS,Essentia,https://coinmarketcap.com/currencies/essentia/,$0.000467,"$404,028",1.58%
WEC,wave edu coin,https://coinmarketcap.com/currencies/wave-edu-coin/,$0.003373,"$403,966",2.80%
LION,Coin Lion,https://coinmarketcap.com/currencies/coin-lion/,$0.012520,"$403,474",1.49%
DOS,DOS Network,https://coinmarketcap.com/currencies/dos-network/,$0.003056,"$403,255",1.73%
BLUE,Blue Protocol,https://coinmarketcap.com/currencies/ethereum-blue/,$0.010983,"$402,470",6.16%
MNX,MinexCoin,https://coinmarketcap.com/currencies/minexcoin/,$0.066838,"$397,755",-17.80%
FRC,Freicoin,https://coinmarketcap.com/currencies/freicoin/,$0.007153,"$396,433",0.57%
TTN,Titan Coin,https://coinmarketcap.com/currencies/titan-coin/,$0.000441,"$396,166",1.03%
ZIPT,Zippie,https://coinmarketcap.com/currencies/zippie/,$0.001458,"$395,305",0.00%
EGG,Nestree,https://coinmarketcap.com/currencies/nestree/,$0.001113,"$390,433",-0.29%
FYP,FlypMe,https://coinmarketcap.com/currencies/flypme/,$0.022041,"$388,778",0.58%
RMESH,RightMesh,https://coinmarketcap.com/currencies/rightmesh/,$0.005463,"$388,678",3.64%
MOT,Olympus Labs,https://coinmarketcap.com/currencies/olympus-labs/,$0.010082,"$388,139",36.23%
XNV,Nerva,https://coinmarketcap.com/currencies/nerva/,$0.022652,"$385,485",21.17%
FLIXX,Flixxo,https://coinmarketcap.com/currencies/flixxo/,$0.004571,"$385,459",11.53%
EOST,EOS TRUST,https://coinmarketcap.com/currencies/eos-trust/,$0.000051,"$385,031",0.81%
ETK,EnergiToken,https://coinmarketcap.com/currencies/energitoken/,$0.000208,"$384,890",0.00%
CMCT,Crowd Machine,https://coinmarketcap.com/currencies/crowd-machine/,$0.000816,"$383,706",3.55%
DXT,Datawallet,https://coinmarketcap.com/currencies/datawallet/,$0.000981,"$382,811",0.16%
SHARD,Shard,https://coinmarketcap.com/currencies/shard/,$0.019317,"$382,365",0.39%
WFX,Webflix Token,https://coinmarketcap.com/currencies/webflix-token/,$0.000632,"$382,292",-37.73%
CYBR,CYBR Token,https://coinmarketcap.com/currencies/cybr-token/,$0.010629,"$381,193",15.37%
RVT,Rivetz,https://coinmarketcap.com/currencies/rivetz/,$0.014422,"$378,494",7.97%
MAC,Matrexcoin,https://coinmarketcap.com/currencies/matrexcoin/,$0.021924,"$377,310",0.77%
PYLNT,Pylon Network,https://coinmarketcap.com/currencies/pylon-network/,$0.809568,"$374,958",1.85%
GEM,Gems ,https://coinmarketcap.com/currencies/gems-protocol/,$0.000324,"$373,838",-1.99%
BITC,BitCash,https://coinmarketcap.com/currencies/bitcash/,$0.031173,"$373,381",1.77%
PRIX,Privatix,https://coinmarketcap.com/currencies/privatix/,$0.338221,"$370,994",-12.37%
ZEON,ZEON,https://coinmarketcap.com/currencies/zeon/,$0.000015,"$368,145",28.95%
CSPN,Crypto Sports,https://coinmarketcap.com/currencies/crypto-sports/,$0.184031,"$367,062",-10.05%
UOS,UOS Network,https://coinmarketcap.com/currencies/uos-network/,$0.042843,"$366,289",-14.34%
XBX,Bitex Global ...,https://coinmarketcap.com/currencies/bitex-global-xbx-coin/,$0.001834,"$364,310",-8.69%
BANCA,Banca,https://coinmarketcap.com/currencies/banca/,$0.000020,"$364,086",1.14%
MSR,Masari,https://coinmarketcap.com/currencies/masari/,$0.031247,"$363,103",4.17%
NER,Nerves,https://coinmarketcap.com/currencies/nerves/,$0.000111,"$362,612",0.00%
CRC,CryCash,https://coinmarketcap.com/currencies/crycash/,$0.075417,"$358,981",-6.83%
KZE,Almeela,https://coinmarketcap.com/currencies/almeela/,$0.095988,"$358,363",-3.78%
PKT,Playkey,https://coinmarketcap.com/currencies/playkey/,$0.025695,"$357,711",5.56%
OWC,ODUWA,https://coinmarketcap.com/currencies/oduwa/,$0.152227,"$357,710",-3.16%
PRE,Presearch,https://coinmarketcap.com/currencies/presearch/,$0.002305,"$357,199",-6.56%
HQX,HOQU,https://coinmarketcap.com/currencies/hoqu/,$0.002105,"$356,111",0.23%
UFO,Uniform Fisca...,https://coinmarketcap.com/currencies/uniform-fiscal-object/,$0.000092,"$352,365",0.58%
GENE,Parkgene,https://coinmarketcap.com/currencies/parkgene/,$0.001193,"$351,590",-15.19%
MIB,MIB Coin,https://coinmarketcap.com/currencies/mib-coin/,$0.005546,"$350,734",-1.35%
ERO,Eroscoin,https://coinmarketcap.com/currencies/eroscoin/,$0.001877,"$350,549",7.94%
VNX,VisionX,https://coinmarketcap.com/currencies/visionx/,$0.000097,"$349,939",4.90%
TIPS,FedoraCoin,https://coinmarketcap.com/currencies/fedoracoin/,$0.000002,"$349,509",3.74%
GBT,Globatalent,https://coinmarketcap.com/currencies/globatalent/,$0.000690,"$346,362",0.00%
BEZ,Bezop,https://coinmarketcap.com/currencies/bezop/,$0.006211,"$345,862",2.90%
DTEP,DECOIN,https://coinmarketcap.com/currencies/decoin/,$0.013202,"$341,911",-54.83%
ETHO,Ether-1,https://coinmarketcap.com/currencies/ether-1/,$0.008985,"$339,358",7.65%
SNOV,Snovian.Space,https://coinmarketcap.com/currencies/snov/,$0.001168,"$336,700",2.27%
GRFT,Graft,https://coinmarketcap.com/currencies/graft/,$0.000569,"$336,600",3.60%
JAR,Jarvis+,https://coinmarketcap.com/currencies/jarvis/,$0.004655,"$334,851",1.57%
HNST,Honest,https://coinmarketcap.com/currencies/honest/,$0.006561,"$334,764",-2.29%
OBITS,OBITS,https://coinmarketcap.com/currencies/obits/,$0.021816,"$333,877",11.60%
TCC,The ChampCoin,https://coinmarketcap.com/currencies/the-champcoin/,$0.001887,"$331,711",7.29%
ZMN,ZMINE,https://coinmarketcap.com/currencies/zmine/,$0.002018,"$329,947",3.43%
XSH,SHIELD,https://coinmarketcap.com/currencies/shield-xsh/,$0.000640,"$328,353",0.76%
PHI,PHI Token,https://coinmarketcap.com/currencies/phi-token/,$0.056329,"$328,301",-4.49%
RAVEN,Raven Protocol,https://coinmarketcap.com/currencies/raven-protocol/,$0.000178,"$327,532",3.86%
TSL,Energo,https://coinmarketcap.com/currencies/energo/,$0.000541,"$325,783",-3.70%
SEAL,Seal Network,https://coinmarketcap.com/currencies/seal-network/,$0.000631,"$324,990",78.12%
MFTU,Mainstream Fo...,https://coinmarketcap.com/currencies/mainstream-for-the-underground/,$0.000302,"$324,956",0.04%
STO,Storeum,https://coinmarketcap.com/currencies/storeum/,$0.002560,"$323,276",0.81%
SWACE,Swace,https://coinmarketcap.com/currencies/swace/,$0.001235,"$323,218",-35.57%
LFC,Linfinity,https://coinmarketcap.com/currencies/linfinity/,$0.000357,"$322,880",1.69%
UPX,uPlexa,https://coinmarketcap.com/currencies/uplexa/,$0.000168,"$321,738",6.68%
PAL,PAL Network,https://coinmarketcap.com/currencies/pal-network/,$0.000734,"$321,731",-16.72%
CBIX,Cubiex,https://coinmarketcap.com/currencies/cubiex/,$0.011546,"$321,715",-5.92%
MER,Mercury,https://coinmarketcap.com/currencies/mercury/,$0.003210,"$320,980",0.48%
XD,Data Transact...,https://coinmarketcap.com/currencies/data-transaction-token/,$0.001617,"$320,124",-8.35%
BETHER,Bethereum,https://coinmarketcap.com/currencies/bethereum/,$0.000633,"$319,230",-0.48%
FIII,Fiii,https://coinmarketcap.com/currencies/fiii/,$0.000660,"$318,230",-2.68%
EXY,Experty,https://coinmarketcap.com/currencies/experty/,$0.011743,"$318,109",0.73%
MEME,Memetic / Pep...,https://coinmarketcap.com/currencies/memetic/,$0.010636,"$317,729",-3.59%
MLC,Mallcoin,https://coinmarketcap.com/currencies/mallcoin/,$0.001800,"$317,046",-64.86%
ACE,ACE (TokenStars),https://coinmarketcap.com/currencies/ace/,$0.026709,"$316,897",12.31%
WBL,WIZBL,https://coinmarketcap.com/currencies/wizbl/,$0.002109,"$316,394",41.60%
ZAP,Zap,https://coinmarketcap.com/currencies/zap/,$0.002379,"$312,889",5.58%
EBST,eBoost,https://coinmarketcap.com/currencies/eboostcoin/,$0.003107,"$310,680",-15.53%
NIO,Autonio,https://coinmarketcap.com/currencies/autonio/,$0.002923,"$310,255",0.23%
PDATA,PDATA,https://coinmarketcap.com/currencies/pdata/,$0.000872,"$310,192",-29.91%
NEOX,NEOX,https://coinmarketcap.com/currencies/neox/,$0.287634,"$308,259",9.83%
XQR,Qredit,https://coinmarketcap.com/currencies/qredit/,$0.000455,"$305,051",-7.27%
IOP,Internet of P...,https://coinmarketcap.com/currencies/internet-of-people/,$0.022647,"$304,858",4.36%
MONK,Monkey Project,https://coinmarketcap.com/currencies/monkey-project/,$0.038080,"$303,983",3.79%
TENA,TENA,https://coinmarketcap.com/currencies/tena/,$0.113718,"$303,885",7.71%
XPA,XPA,https://coinmarketcap.com/currencies/xpa/,$0.005307,"$303,449",1.12%
KB3,B3Coin,https://coinmarketcap.com/currencies/b3coin/,$0.000399,"$301,575",0.00%
BOK,Blockium,https://coinmarketcap.com/currencies/blockium/,$0.000464,"$301,142",1.69%
BITX,BitScreener T...,https://coinmarketcap.com/currencies/bitscreener-token/,$0.001886,"$300,419",0.32%
ZXC,0xcert,https://coinmarketcap.com/currencies/0xcert/,$0.000900,"$299,661",-7.77%
HLM,Helium,https://coinmarketcap.com/currencies/helium/,$0.026140,"$299,570",0.58%
TGAME,Truegame,https://coinmarketcap.com/currencies/tgame/,$0.003624,"$299,243",0.68%
REAL,REAL,https://coinmarketcap.com/currencies/real/,$0.029744,"$299,098",-0.57%
ADB,adbank,https://coinmarketcap.com/currencies/adbank/,$0.000422,"$295,037",-2.49%
ONOT,ONOToken,https://coinmarketcap.com/currencies/onotoken/,$0.000018,"$292,944",-22.14%
VIEW,View,https://coinmarketcap.com/currencies/view/,$0.008345,"$292,828",2.79%
PHO,Photon,https://coinmarketcap.com/currencies/photon/,$0.000009,"$290,003",0.37%
SDS,Alchemint Sta...,https://coinmarketcap.com/currencies/alchemint-standards/,$0.000910,"$289,336",0.29%
PENG,PENG,https://coinmarketcap.com/currencies/peng/,$0.000033,"$289,214",20.46%
KUE,Kuende,https://coinmarketcap.com/currencies/kuende/,$0.000364,"$288,577",-0.58%
XNK,Ink Protocol,https://coinmarketcap.com/currencies/ink-protocol/,$0.000855,"$286,404",-20.80%
TWINS,win.win,https://coinmarketcap.com/currencies/win-win/,$0.000092,"$285,692",-4.74%
J8T,JET8,https://coinmarketcap.com/currencies/jet8/,$0.000347,"$283,919",22.04%
LCS,LocalCoinSwap,https://coinmarketcap.com/currencies/local-coin-swap/,$0.005319,"$283,266",4.16%
COT,CoTrader,https://coinmarketcap.com/currencies/cotrader/,$0.000018,"$280,743",4.14%
ONL,On.Live,https://coinmarketcap.com/currencies/on-live/,$0.012857,"$277,998",43.60%
XCON,Connect Coin,https://coinmarketcap.com/currencies/connect-coin/,$0.007046,"$274,786",16.86%
XMG,Magi,https://coinmarketcap.com/currencies/magi/,$0.029755,"$273,930",-0.10%
OIO,Online,https://coinmarketcap.com/currencies/online/,$0.000311,"$272,875",-67.01%
BOXX,Blockparty (B...,https://coinmarketcap.com/currencies/blockparty-boxx-token/,$0.008384,"$272,088",12.95%
1337,Elite,https://coinmarketcap.com/currencies/1337coin/,$0.000010,"$271,881",-1.64%
OMX,Shivom,https://coinmarketcap.com/currencies/shivom/,$0.000297,"$270,674",0.00%
VIT,Vision Indust...,https://coinmarketcap.com/currencies/vision-industry-token/,$0.000092,"$270,575",-51.54%
CATT,Catex Token,https://coinmarketcap.com/currencies/catex-token/,$0.000332,"$270,208",-12.05%
STQ,Storiqa,https://coinmarketcap.com/currencies/storiqa/,$0.000025,"$268,877",1.21%
BBO,Bigbom,https://coinmarketcap.com/currencies/bigbom/,$0.000807,"$268,651",0.51%
PASS,Blockpass,https://coinmarketcap.com/currencies/blockpass/,$0.001595,"$266,692",8.24%
VULC,VULCANO,https://coinmarketcap.com/currencies/vulcano/,$0.001101,"$265,717",-2.79%
MNC,Maincoin,https://coinmarketcap.com/currencies/maincoin/,$0.001209,"$265,149",-1.91%
HERC,Hercules,https://coinmarketcap.com/currencies/hercules/,$0.003207,"$264,935",-0.06%
RYO,Ryo Currency,https://coinmarketcap.com/currencies/ryo-currency/,$0.017422,"$264,897",-1.32%
SCT,Soma,https://coinmarketcap.com/currencies/soma/,$0.027054,"$264,359",0.57%
BZE,BZEdge,https://coinmarketcap.com/currencies/bzedge/,$0.000088,"$263,051",-25.05%
PUB,PUBLYTO Token,https://coinmarketcap.com/currencies/publyto-token/,$0.000174,"$260,972",8.34%
MBN,Membrana,https://coinmarketcap.com/currencies/membrana/,$0.004170,"$258,732",-4.05%
NOW,NOW Token,https://coinmarketcap.com/currencies/now-token/,$0.003793,"$257,837",32.18%
MANNA,Manna,https://coinmarketcap.com/currencies/manna/,$0.000458,"$257,203",-0.42%
ZCR,ZCore,https://coinmarketcap.com/currencies/zcore/,$0.047498,"$255,425",-3.11%
BDG,BitDegree,https://coinmarketcap.com/currencies/bitdegree/,$0.000679,"$254,414",-3.59%
LNX,LNX Protocol,https://coinmarketcap.com/currencies/lnx-protocol/,$0.000905,"$245,778",-0.03%
XLA,Scala,https://coinmarketcap.com/currencies/scala/,$0.000028,"$241,903",1.66%
XBI,Bitcoin Incog...,https://coinmarketcap.com/currencies/bitcoin-incognito/,$0.020727,"$241,395",4.84%
LALA,LALA World,https://coinmarketcap.com/currencies/lala-world/,$0.000967,"$241,080",0.00%
FRST,FirstCoin,https://coinmarketcap.com/currencies/firstcoin/,$0.007709,"$240,594",-0.10%
ETT,EncryptoTel [...,https://coinmarketcap.com/currencies/encryptotel/,$0.003851,"$239,258",0.56%
ROBET,RoBET,https://coinmarketcap.com/currencies/robet/,$0.298051,"$238,052",0.00%
YOC,Yocoin,https://coinmarketcap.com/currencies/yocoin/,$0.000642,"$237,340",-7.52%
XBP,BlitzPredict,https://coinmarketcap.com/currencies/blitzpredict/,$0.000628,"$237,107",2.64%
GTM,Gentarium,https://coinmarketcap.com/currencies/gentarium/,$0.062265,"$235,704",-4.00%
EQL,Equal,https://coinmarketcap.com/currencies/equal/,$0.000719,"$235,541",10.37%
BYT,Bayan Token,https://coinmarketcap.com/currencies/bayan-token/,$0.980180,"$233,545",0.73%
XCM,CoinMetro Token,https://coinmarketcap.com/currencies/coinmetro-token/,$0.027473,"$233,521",6.78%
GPT,GoPower,https://coinmarketcap.com/currencies/gopower/,$0.002867,"$232,850",-4.60%
MAX,Maxcoin,https://coinmarketcap.com/currencies/maxcoin/,$0.003759,"$230,985",-4.13%
SUMO,Sumokoin,https://coinmarketcap.com/currencies/sumokoin/,$0.022473,"$226,748",2.16%
COB,Cobinhood,https://coinmarketcap.com/currencies/cobinhood/,$0.000550,"$226,153",-13.79%
PIPL,PiplCoin,https://coinmarketcap.com/currencies/piplcoin/,$0.002710,"$226,111",7.99%
OOT,Utrum,https://coinmarketcap.com/currencies/utrum/,$0.003472,"$224,962",30.34%
BBN,Banyan Network,https://coinmarketcap.com/currencies/banyan-network/,$0.000366,"$223,432",0.01%
MLM,MktCoin,https://coinmarketcap.com/currencies/mktcoin/,$0.000183,"$221,847",-2.15%
NOR,Noir,https://coinmarketcap.com/currencies/noir/,$0.010913,"$220,254",3.17%
CCH,Coinchase Token,https://coinmarketcap.com/currencies/coinchase/,$0.000137,"$218,719",1.56%
FMF,Formosa Finan...,https://coinmarketcap.com/currencies/formosa-financial/,$0.000122,"$218,524",0.00%
TROLL,Trollcoin,https://coinmarketcap.com/currencies/trollcoin/,$0.000367,"$217,197",0.55%
BCZ,Bitcoin CZ,https://coinmarketcap.com/currencies/bitcoin-cz/,$0.086442,"$215,159",8.02%
ADI,Aditus,https://coinmarketcap.com/currencies/aditus/,$0.000918,"$215,021",-1.65%
DAR,Darcrus,https://coinmarketcap.com/currencies/darcrus/,$0.015753,"$214,245",959.95%
PXG,PlayGame,https://coinmarketcap.com/currencies/playgame/,$0.000236,"$213,956",-6.00%
PXC,Phoenixcoin,https://coinmarketcap.com/currencies/phoenixcoin/,$0.002934,"$213,742",0.55%
FLDC,FoldingCoin,https://coinmarketcap.com/currencies/foldingcoin/,$0.000275,"$213,781",0.00%
TEAM,TEAM (TokenSt...,https://coinmarketcap.com/currencies/tokenstars/,$0.017830,"$211,239",0.64%
ATX,Aston,https://coinmarketcap.com/currencies/aston/,$0.000256,"$211,129",20.63%
MORE,Mithril Ore,https://coinmarketcap.com/currencies/mithril-ore/,$16.56,"$211,107",0.81%
DOV,Dovu,https://coinmarketcap.com/currencies/dovu/,$0.000526,"$210,472",1.12%
WBET,Wavesbet,https://coinmarketcap.com/currencies/wavesbet/,$0.000005,"$206,326",-29.58%
INV,Invacio,https://coinmarketcap.com/currencies/invacio/,$0.007015,"$206,010",4.42%
ALB,ALBOS,https://coinmarketcap.com/currencies/albos/,$0.000017,"$205,477",0.14%
ESN,Ethersocial,https://coinmarketcap.com/currencies/ethersocial/,$0.005594,"$205,376",-12.36%
BTCS,Bitcoin Scrypt,https://coinmarketcap.com/currencies/bitcoin-scrypt/,$0.011642,"$205,089",-1.71%
ARO,Arionum,https://coinmarketcap.com/currencies/arionum/,$0.001284,"$204,694",0.57%
LTHN,Lethean,https://coinmarketcap.com/currencies/lethean/,$0.000275,"$202,253",0.57%
AUX,Auxilium,https://coinmarketcap.com/currencies/auxilium/,$0.001786,"$202,018",4.11%
KEK,KekCoin,https://coinmarketcap.com/currencies/kekcoin/,$0.018796,"$201,424",-48.34%
NTR,Netrum,https://coinmarketcap.com/currencies/netrum/,$0.081363,"$200,777",-20.66%
MCT,Master Contra...,https://coinmarketcap.com/currencies/master-contract-token/,$0.000354,"$200,686",-38.16%
GFUN,GoldFund,https://coinmarketcap.com/currencies/goldfund/,$0.001229,"$200,598",6.57%
IND,Indorse Token,https://coinmarketcap.com/currencies/indorse-token/,$0.005331,"$199,808",-40.63%
FKX,FortKnoxster,https://coinmarketcap.com/currencies/fortknoxster/,$0.001339,"$199,549",-6.60%
STAR,Starbase,https://coinmarketcap.com/currencies/starbase/,$0.001061,"$198,892",-6.54%
DAY,Chronologic,https://coinmarketcap.com/currencies/chronologic/,$0.215992,"$198,446",-2.15%
AYA,Aryacoin,https://coinmarketcap.com/currencies/aryacoin/,$0.002476,"$198,308",11.00%
BLTG,Block-Logic,https://coinmarketcap.com/currencies/block-logic/,$0.008622,"$197,448",0.64%
BIO,BioCoin,https://coinmarketcap.com/currencies/biocoin/,$0.000232,"$196,104",0.00%
SNPC,SnapCoin,https://coinmarketcap.com/currencies/snapcoin/,$0.000449,"$195,669",4.00%
IDXM,IDEX Membership,https://coinmarketcap.com/currencies/idex-membership/,$97.53,"$195,067",15.54%
ZNZ,ZENZO,https://coinmarketcap.com/currencies/zenzo/,$0.018709,"$194,699",13.98%
TIE,Ties.DB,https://coinmarketcap.com/currencies/tiesdb/,$0.004769,"$194,669",2.60%
BETR,BetterBetting,https://coinmarketcap.com/currencies/betterbetting/,$0.000712,"$194,406",28.64%
FJC,FujiCoin,https://coinmarketcap.com/currencies/fujicoin/,$0.000082,"$192,839",0.00%
POLL,ClearPoll,https://coinmarketcap.com/currencies/clearpoll/,$0.027513,"$192,587",0.74%
RCT,RealChain,https://coinmarketcap.com/currencies/realchain/,$0.000443,"$192,244",3.75%
UNI,Universe,https://coinmarketcap.com/currencies/universe/,$0.002292,"$191,404",14.27%
VRM,VeriumReserve,https://coinmarketcap.com/currencies/veriumreserve/,$0.078668,"$190,675",-5.52%
CCRB,CryptoCarbon,https://coinmarketcap.com/currencies/cryptocarbon/,$0.007702,"$190,161",-6.61%
DTH,Dether,https://coinmarketcap.com/currencies/dether/,$0.002220,"$188,676",0.48%
S,Sharpay,https://coinmarketcap.com/currencies/sharpay/,$0.000183,"$188,431",-0.20%
NTRN,Neutron,https://coinmarketcap.com/currencies/neutron/,$0.004803,"$187,909",0.00%
BELA,Bela,https://coinmarketcap.com/currencies/belacoin/,$0.004390,"$187,827",0.29%
EVT,EveriToken,https://coinmarketcap.com/currencies/everitoken/,$0.025748,"$186,725",-0.08%
START,Startcoin,https://coinmarketcap.com/currencies/startcoin/,$0.004129,"$186,128",0.00%
ZENI,Zennies,https://coinmarketcap.com/currencies/zennies/,$0.000186,"$185,837",0.00%
CREDIT,CREDIT,https://coinmarketcap.com/currencies/credit/,$0.000010,"$184,778",-22.15%
PKC,PikcioChain,https://coinmarketcap.com/currencies/pikciochain/,$0.003684,"$184,657",0.00%
CL,Coinlancer,https://coinmarketcap.com/currencies/coinlancer/,$0.002315,"$184,296",0.80%
BUZZ,BUZZCoin,https://coinmarketcap.com/currencies/buzzcoin/,$0.000009,"$183,374",0.56%
TRUMP,TrumpCoin,https://coinmarketcap.com/currencies/trumpcoin/,$0.027584,"$182,174",5.10%
USC,Ultimate Secu...,https://coinmarketcap.com/currencies/ultimate-secure-cash/,$0.017604,"$182,079",-2.16%
ASG,Asgard,https://coinmarketcap.com/currencies/asgard/,$0.000234,"$181,579",-16.34%
EBTC,eBitcoin,https://coinmarketcap.com/currencies/ebtcnew/,$0.009568,"$180,806",13.17%
NPLC,Plus-Coin,https://coinmarketcap.com/currencies/plus-coin/,$0.000385,"$180,724",-3.06%
PTC,Pesetacoin,https://coinmarketcap.com/currencies/pesetacoin/,$0.001284,"$179,382",8.29%
ADC,AudioCoin,https://coinmarketcap.com/currencies/audiocoin/,$0.000183,"$179,304",0.00%
BWK,Bulwark,https://coinmarketcap.com/currencies/bulwark/,$0.012014,"$179,229",-12.34%
METM,MetaMorph,https://coinmarketcap.com/currencies/metamorph/,$0.001202,"$178,622",1.85%
OPT,Opus,https://coinmarketcap.com/currencies/opus/,$0.001271,"$177,999",5.26%
PWR,PWR Coin,https://coinmarketcap.com/currencies/powercoin/,$0.000018,"$177,222",101.11%
EDRC,EDRCoin,https://coinmarketcap.com/currencies/edrcoin/,$0.060055,"$176,035",-14.85%
BCAC,Business Cred...,https://coinmarketcap.com/currencies/business-credit-alliance-chain/,$0.000369,"$174,399",-4.83%
FDX,FidentiaX,https://coinmarketcap.com/currencies/fidentiax/,$0.001646,"$172,830",-31.78%
BOB,Bob's Repair,https://coinmarketcap.com/currencies/bobs-repair/,$0.000935,"$171,749",1.11%
DOPE,DopeCoin,https://coinmarketcap.com/currencies/dopecoin/,$0.001467,"$171,411",0.55%
NEXXO,Nexxo,https://coinmarketcap.com/currencies/nexxo/,$0.001805,"$171,405",-0.93%
CROAT,CROAT,https://coinmarketcap.com/currencies/croat/,$0.002384,"$171,011",3.89%
SRK,Sparkpoint,https://coinmarketcap.com/currencies/sparkpoint/,$0.000055,"$169,011",21.94%
GOLF,Golfcoin,https://coinmarketcap.com/currencies/golfcoin/,$0.000005,"$168,347",0.00%
PMNT,Paymon,https://coinmarketcap.com/currencies/paymon/,$0.000275,"$168,164",50.85%
GZRO,Gravity,https://coinmarketcap.com/currencies/gravity/,$0.000095,"$168,139",0.00%
MCC,Magic Cube Coin,https://coinmarketcap.com/currencies/magic-cube-coin/,$0.001399,"$166,075",-18.46%
GIC,Giant,https://coinmarketcap.com/currencies/giant-coin/,$0.026327,"$165,336",-0.17%
WPP,WPP TOKEN,https://coinmarketcap.com/currencies/wpp-token/,$0.000582,"$165,033",0.76%
BITS,Bitstar,https://coinmarketcap.com/currencies/bitstar/,$0.007916,"$164,047",0.00%
PAR,Parachute,https://coinmarketcap.com/currencies/parachute/,$0.000463,"$163,524",3.94%
HGT,HelloGold,https://coinmarketcap.com/currencies/hellogold/,$0.000621,"$163,434",0.33%
HB,HeartBout,https://coinmarketcap.com/currencies/heartbout/,$0.003061,"$162,852",-1.54%
NETKO,Netko,https://coinmarketcap.com/currencies/netko/,$0.018337,"$162,571",-2.70%
MFG,SyncFab,https://coinmarketcap.com/currencies/syncfab/,$0.000879,"$161,710",-6.45%
SUR,Suretly,https://coinmarketcap.com/currencies/suretly/,$0.686254,"$160,915",-8.64%
WAB,WABnetwork,https://coinmarketcap.com/currencies/wabnetwork/,$0.000017,"$160,714",16.97%
DCY,Dinastycoin,https://coinmarketcap.com/currencies/dinastycoin/,$0.000084,"$160,467",0.00%
INX,INMAX,https://coinmarketcap.com/currencies/inmax/,$0.063737,"$160,375",-3.32%
SND,SnodeCoin,https://coinmarketcap.com/currencies/snodecoin/,$0.004258,"$160,346",69.69%
MYB,MyBit,https://coinmarketcap.com/currencies/mybit/,$0.001035,"$159,366",0.62%
NOX,Nitro,https://coinmarketcap.com/currencies/nitro/,$0.001666,"$158,363",5.11%
BSD,BitSend,https://coinmarketcap.com/currencies/bitsend/,$0.006301,"$157,703",-1.97%
UCN,UChain,https://coinmarketcap.com/currencies/uchain/,$0.000506,"$154,363",-2.61%
TBX,Tokenbox,https://coinmarketcap.com/currencies/tokenbox/,$0.013497,"$154,271",-4.71%
SHDW,Shadow Token,https://coinmarketcap.com/currencies/shadow-token/,$0.022005,"$154,034",0.98%
TIC,Thingschain,https://coinmarketcap.com/currencies/thingschain/,$0.000013,"$153,659",8.74%
EUNO,EUNO,https://coinmarketcap.com/currencies/euno/,$0.005288,"$152,753",6.33%
PCN,PeepCoin,https://coinmarketcap.com/currencies/peepcoin/,$0.000002,"$151,854",-4.71%
SMQ,SIMDAQ,https://coinmarketcap.com/currencies/simdaq/,$0.008563,"$150,901",53.56%
NUSD,Neutral Dollar ,https://coinmarketcap.com/currencies/neutral-dollar/,$0.999551,"$150,633",1.07%
CPC,Capricoin,https://coinmarketcap.com/currencies/capricoin/,$0.075565,"$150,378",-0.29%
ZET,Zetacoin,https://coinmarketcap.com/currencies/zetacoin/,$0.000880,"$150,074",12.18%
GUP,Matchpool,https://coinmarketcap.com/currencies/guppy/,$0.001999,"$149,890",-17.72%
DAV,DAV Coin,https://coinmarketcap.com/currencies/dav-coin/,$0.000216,"$149,268",1.15%
ABX,Arbidex,https://coinmarketcap.com/currencies/arbidex/,$0.007331,"$149,216",-27.69%
BSTY,GlobalBoost-Y,https://coinmarketcap.com/currencies/globalboost-y/,$0.008436,"$148,046",0.57%
CTX,Centauri,https://coinmarketcap.com/currencies/centauri/,$0.003393,"$147,881",6.57%
TRAK,TrakInvest,https://coinmarketcap.com/currencies/trakinvest/,$0.001762,"$147,852",0.00%
REF,RefToken,https://coinmarketcap.com/currencies/reftoken/,$0.146312,"$147,043",0.82%
MT,Monarch,https://coinmarketcap.com/currencies/monarch/,$0.005798,"$146,885",0.38%
HNC,Helleniccoin,https://coinmarketcap.com/currencies/helleniccoin/,$0.002109,"$146,562",-10.48%
ENRG,Energycoin,https://coinmarketcap.com/currencies/energycoin/,$0.001192,"$145,804",-18.30%
BRDG,Bridge Protocol,https://coinmarketcap.com/currencies/bridge-protocol/,$0.000650,"$145,630",-17.91%
SCR,Scorum Coins,https://coinmarketcap.com/currencies/scorum-coins/,$0.004954,"$144,979",8.67%
HER,HeroNode,https://coinmarketcap.com/currencies/heronode/,$0.000134,"$143,619",-5.43%
TCH,TigerCash,https://coinmarketcap.com/currencies/tigercash/,$0.014093,"$142,884",-1.55%
BOLI,Bolivarcoin,https://coinmarketcap.com/currencies/bolivarcoin/,$0.010280,"$142,478",-17.29%
CARBON,Carboncoin,https://coinmarketcap.com/currencies/carboncoin/,$0.000009,"$142,376",0.00%
TDP,TrueDeck,https://coinmarketcap.com/currencies/truedeck/,$0.004615,"$141,766",3.08%
